1,1
2022-12-08,290
2022-12-09,1440
2022-12-10,1439
2022-12-11,1440
2022-12-12,1434
2022-12-13,1437
2022-12-14,1434
2022-12-15,1440
2022-12-16,1440
2022-12-17,1440
2022-12-18,1439
2022-12-19,1435
2022-12-20,1434
2022-12-21,1434
2022-12-22,1440
2022-12-23,1438
2022-12-24,1439
2022-12-25,1439
2022-12-26,1436
2022-12-27,1440
2022-12-28,1439
2022-12-29,1440
2022-12-30,1440
2022-12-31,1440
2023-01-01,1440
2023-01-02,1439
2023-01-03,1440
2023-01-04,1440
2023-01-05,1438
2023-01-06,1083
2023-01-07,1440
2023-01-08,1439
2023-01-09,1435
2023-01-10,1436
2023-01-11,1440
2023-01-12,775
2023-01-13,1435
2023-01-14,1420
2023-01-15,1440
2023-01-16,1438
2023-01-17,1440
2023-01-18,1435
2023-01-19,1440
2023-01-20,1439
2023-01-21,1439
2023-01-22,1440
2023-01-23,1436
2023-01-24,1440
2023-01-25,1436
2023-01-26,1440
2023-01-27,1440
2023-01-28,1440
2023-01-29,1440
2023-01-30,1440
2023-01-31,1439
2023-02-01,1436
2023-02-02,1437
2023-02-03,1438
2023-02-04,1440
2023-02-05,1440
2023-02-06,1437
2023-02-07,1440
2023-02-08,1438
2023-02-09,1393
2023-02-10,1439
2023-02-11,1438
2023-02-12,1440
2023-02-13,1438
2023-02-14,1439
2023-02-15,1192
2023-02-16,1431
2023-02-17,1437
2023-02-18,1440
2023-02-19,1440
2023-02-20,1438
2023-02-21,1439
2023-02-22,1437
2023-02-23,1439
2023-02-24,1440
2023-02-25,1439
2023-02-26,1440
2023-02-27,1440
2023-02-28,1439
2023-03-01,1434
2023-03-02,1436
2023-03-03,409
2023-03-04,1440
2023-03-05,1440
2023-03-06,1440
2023-03-07,1440
2023-03-08,1043
2023-03-09,1439
2023-03-10,1439
2023-03-11,109
2023-03-12,1336
2023-03-13,1440
2023-03-14,1427
2023-03-15,1426
2023-03-16,1143
2023-03-17,1429
2023-03-18,1429
2023-03-19,1440
2023-03-20,1431
2023-03-21,1438
2023-03-22,1439
2023-03-23,1435
2023-03-24,1440
2023-03-25,1440
2023-03-26,1439
2023-03-27,1437
2023-03-28,1440
2023-03-29,1439
2023-03-30,1436
2023-03-31,1418
2023-04-01,1399
2023-04-02,1440
2023-04-03,1438
2023-04-04,1439
2023-04-05,1437
2023-04-06,1440
2023-04-07,1440
2023-04-08,1439
2023-04-09,1440
2023-04-10,941
2023-04-11,1439
2023-04-12,1436
2023-04-13,1439
2023-04-14,1189
2023-04-15,604
2023-04-16,1439
2023-04-17,1430
2023-04-18,532
2023-04-19,1355
2023-04-20,1437
2023-04-21,1440
2023-04-22,1440
2023-04-23,1438
2023-04-24,1440
2023-04-25,1440
2023-04-26,1440
2023-04-27,1275
2023-04-28,917
2023-04-29,1440
2023-04-30,1440
2023-05-01,1434
2023-05-02,1439
2023-05-03,1255
2023-05-04,1438
2023-05-05,1439
2023-05-06,1440
2023-05-07,1435
2023-05-08,1440
2023-05-09,1440
2023-05-10,1437
2023-05-11,1440
2023-05-12,1439
2023-05-13,1439
2023-05-14,1440
2023-05-15,1437
2023-05-16,1440
2023-05-17,1440
2023-05-18,1435
2023-05-19,1435
2023-05-20,1439
2023-05-21,1436
2023-05-22,1424
2023-05-23,1435
2023-05-24,1432
2023-05-25,1437
2023-05-26,1440
2023-05-27,1439
2023-05-28,1440
2023-05-29,1433
2023-05-30,1438
2023-05-31,1440
2023-06-01,1440
2023-06-02,769
2023-06-03,1348
2023-06-04,1440
2023-06-05,1437
2023-06-06,1439
2023-06-07,1434
2023-06-08,1428
2023-06-09,1438
2023-06-10,1440
2023-06-11,1440
2023-06-12,1438
2023-06-13,1440
2023-06-14,1437
2023-06-15,1438
2023-06-16,1440
2023-06-17,1439
2023-06-18,1202
2023-06-19,1407
2023-06-20,1435
2023-06-21,1028
2023-06-22,60
2023-06-23,49
2023-06-24,37
2023-06-25,40
2023-06-26,714
2023-06-27,1434
2023-06-28,916
